nodeName	altName	nodeAttr.nodesPresent...
oxc_b2373_15	oxc_b2373_15	blue
oxyR_b3961_15	oxyR_b3961_15	turquoise
oxyS_b4458_12	oxyS_b4458_12	brown
paaA_b1388_15	paaA_b1388_15	violet
paaB_b1389_15	paaB_b1389_15	violet
paaC_b1390_15	paaC_b1390_15	violet
paaD_b1391_15	paaD_b1391_15	violet
paaE_b1392_15	paaE_b1392_15	violet
paaF_b1393_15	paaF_b1393_15	violet
paaG_b1394_15	paaG_b1394_15	violet
paaH_b1395_14	paaH_b1395_14	violet
paaI_b1396_15	paaI_b1396_15	violet
paaJ_b1397_15	paaJ_b1397_15	violet
paaK_b1398_15	paaK_b1398_15	violet
paaX_b1399_14	paaX_b1399_14	yellow
paaY_b1400_15	paaY_b1400_15	brown
pabA_b3360_14	pabA_b3360_14	turquoise
pabB_b1812_15	pabB_b1812_15	pink
pabC_b1096_15	pabC_b1096_15	turquoise
pagB_b4023_14	pagB_b4023_14	green
pagP_b0622_15	pagP_b0622_15	turquoise
pal_b0741_15	pal_b0741_15	turquoise
panB_b0134_15	panB_b0134_15	turquoise
panC_b0133_14	panC_b0133_14	turquoise
panD_b0131_14	panD_b0131_14	turquoise
panE_b0425_14	panE_b0425_14	turquoise
panF_b3258_15	panF_b3258_15	turquoise
parC_b3019_14	parC_b3019_14	turquoise
parE_b3030_14	parE_b3030_14	turquoise
pauD_b4635_1	pauD_b4635_1	lightyellow
pawZ_b4643_1	pawZ_b4643_1	black
pbl_b2854_34	pbl_b2854_34	yellow
pbpC_b2519_15	pbpC_b2519_15	red
pbpG_b2134_15	pbpG_b2134_15	green
pck_b3403_15	pck_b3403_15	saddlebrown
pcm_b2743_14	pcm_b2743_14	turquoise
pcnB_b0143_18	pcnB_b0143_18	turquoise
pdhR_b0113_15	pdhR_b0113_15	turquoise
pdxA_b0052_15	pdxA_b0052_15	turquoise
pdxB_b2320_14	pdxB_b2320_14	turquoise
pdxH_b1638_14	pdxH_b1638_14	turquoise
pdxJ_b2564_14	pdxJ_b2564_14	turquoise
pdxK_b2418_15	pdxK_b2418_15	turquoise
pdxY_b1636_14	pdxY_b1636_14	blue
peaD_b4508_2	peaD_b4508_2	black
pepA_b4260_15	pepA_b4260_15	turquoise
pepB_b2523_14	pepB_b2523_14	sienna3
pepD_b0237_15	pepD_b0237_15	grey60
pepE_b4021_14	pepE_b4021_14	greenyellow
pepN_b0932_15	pepN_b0932_15	grey60
pepP_b2908_14	pepP_b2908_14	turquoise
pepQ_b3847_15	pepQ_b3847_15	turquoise
pepT_b1127_15	pepT_b1127_15	brown
perR_b0254_14	perR_b0254_14	tan
pfkA_b3916_15	pfkA_b3916_15	turquoise
pfkB_b1723_15	pfkB_b1723_15	brown
pflA_b0902_15	pflA_b0902_15	greenyellow
pflB_b0903_14	pflB_b0903_14	greenyellow
pflC_b3952_15	pflC_b3952_15	red
pflD_b3951_14	pflD_b3951_14	red
pgaA_b1024_14	pgaA_b1024_14	turquoise
pgaB_b1023_14	pgaB_b1023_14	tan
pgaC_b1022_14	pgaC_b1022_14	turquoise
pgaD_b1021_15	pgaD_b1021_15	magenta
pgi_b4025_15	pgi_b4025_15	turquoise
pgk_b2926_14	pgk_b2926_14	turquoise
pgl_b0767_15	pgl_b0767_15	brown
pgm_b0688_15	pgm_b0688_15	turquoise
pgpA_b0418_15	pgpA_b0418_15	yellow
pgpB_b1278_15	pgpB_b1278_15	salmon
pgsA_b1912_14	pgsA_b1912_14	yellow
pheA_b2599_15	pheA_b2599_15	green
pheL_b2598_9	pheL_b2598_9	green
pheM_b1715_8	pheM_b1715_8	red
pheP_b0576_15	pheP_b0576_15	pink
pheS_b1714_15	pheS_b1714_15	turquoise
pheT_b1713_14	pheT_b1713_14	yellow
phnC_b4106_15	phnC_b4106_15	red
phnD_b4105_15	phnD_b4105_15	red
phnE_b4104_28	phnE_b4104_28	red
phnF_b4102_14	phnF_b4102_14	red
phnG_b4101_14	phnG_b4101_14	red
phnH_b4100_14	phnH_b4100_14	red
phnI_b4099_14	phnI_b4099_14	red
phnJ_b4098_14	phnJ_b4098_14	red
phnK_b4097_14	phnK_b4097_14	red
phnL_b4096_14	phnL_b4096_14	red
phnM_b4095_15	phnM_b4095_15	black
phnN_b4094_14	phnN_b4094_14	red
phnO_b4093_14	phnO_b4093_14	brown
phnP_b4092_15	phnP_b4092_15	brown
phoA_b0383_15	phoA_b0383_15	turquoise
phoB_b0399_15	phoB_b0399_15	black
phoE_b0241_14	phoE_b0241_14	turquoise
phoH_b1020_15	phoH_b1020_15	salmon4
phoP_b1130_14	phoP_b1130_14	cyan
phoQ_b1129_14	phoQ_b1129_14	turquoise
phoR_b0400_15	phoR_b0400_15	black
phoU_b3724_15	phoU_b3724_15	brown2
php_b3379_14	php_b3379_14	yellow
phr_b0708_15	phr_b0708_15	brown
pinE_b1158_15	pinE_b1158_15	black
pinH_b2648_19	pinH_b2648_19	midnightblue
pitA_b3493_15	pitA_b3493_15	turquoise
pitB_b2987_14	pitB_b2987_14	red
pldA_b3821_15	pldA_b3821_15	turquoise
pldB_b3825_14	pldB_b3825_14	turquoise
plsB_b4041_15	plsB_b4041_15	turquoise
plsC_b3018_15	plsC_b3018_15	turquoise
plsX_b1090_21	plsX_b1090_21	turquoise
pmbA_b4235_15	pmbA_b4235_15	turquoise
pmrD_b2259_14	pmrD_b2259_14	turquoise
pncA_b1768_15	pncA_b1768_15	pink
pncB_b0931_15	pncB_b0931_15	turquoise
pnp_b3164_14	pnp_b3164_14	turquoise
pntA_b1603_15	pntA_b1603_15	green
pntB_b1602_14	pntB_b1602_14	green
pnuC_b0751_15	pnuC_b0751_15	green
polA_b3863_15	polA_b3863_15	turquoise
polB_b0060_14	polB_b0060_14	lightcyan
potA_b1126_15	potA_b1126_15	pink
potB_b1125_15	potB_b1125_15	pink
potC_b1124_15	potC_b1124_15	pink
potD_b1123_15	potD_b1123_15	pink
potE_b0692_15	potE_b0692_15	turquoise
potF_b0854_15	potF_b0854_15	salmon4
potG_b0855_15	potG_b0855_15	salmon4
potH_b0856_15	potH_b0856_15	salmon4
potI_b0857_15	potI_b0857_15	salmon4
poxA_b4155_15	poxA_b4155_15	turquoise
poxB_b0871_15	poxB_b0871_15	brown
ppa_b4226_15	ppa_b4226_15	turquoise
ppc_b3956_15	ppc_b3956_15	green
ppdA_b2826_15	ppdA_b2826_15	black
ppdB_b2825_15	ppdB_b2825_15	red
ppdC_b2823_15	ppdC_b2823_15	turquoise
ppdD_b0108_14	ppdD_b0108_14	red
pphA_b1838_14	pphA_b1838_14	turquoise
pphB_b2734_15	pphB_b2734_15	tan
ppiA_b3363_15	ppiA_b3363_15	turquoise
ppiB_b0525_14	ppiB_b0525_14	turquoise
ppiC_b3775_14	ppiC_b3775_14	turquoise
ppiD_b0441_15	ppiD_b0441_15	turquoise
ppk_b2501_15	ppk_b2501_15	grey60
pppA_b2972_14	pppA_b2972_14	paleturquoise
pps_b1702_14	pps_b1702_14	darkorange
pptA_b1461_15	pptA_b1461_15	salmon
ppx_b2502_15	ppx_b2502_15	grey60
pqiA_b0950_15	pqiA_b0950_15	turquoise
pqiB_b0951_15	pqiB_b0951_15	turquoise
pqqL_b1494_14	pqqL_b1494_14	blue
prc_b1830_15	prc_b1830_15	pink
prfA_b1211_15	prfA_b1211_15	turquoise
prfB_b2891_24	prfB_b2891_24	turquoise
prfC_b4375_15	prfC_b4375_15	turquoise
prfH_b0236_15	prfH_b0236_15	blue
priA_b3935_14	priA_b3935_14	salmon
priB_b4201_15	priB_b4201_15	turquoise
priC_b0467_14	priC_b0467_14	turquoise
prkB_b3355_15	prkB_b3355_15	lightyellow
prlC_b3498_14	prlC_b3498_14	turquoise
prmA_b3259_15	prmA_b3259_15	turquoise
prmB_b2330_15	prmB_b2330_15	turquoise
prmC_b1212_14	prmC_b1212_14	pink
proA_b0243_15	proA_b0243_15	yellow
proB_b0242_15	proB_b0242_15	turquoise
proC_b0386_15	proC_b0386_15	cyan
proK_b3545_15	proK_b3545_15	lightyellow
proL_b2189_11	proL_b2189_11	lightyellow
proM_b3799_15	proM_b3799_15	plum3
proP_b4111_15	proP_b4111_15	turquoise
proQ_b1831_28	proQ_b1831_28	turquoise
proS_b0194_15	proS_b0194_15	pink
proV_b2677_15	proV_b2677_15	turquoise
proW_b2678_15	proW_b2678_15	turquoise
proX_b2679_15	proX_b2679_15	turquoise
proY_b0402_15	proY_b0402_15	black
prpB_b0331_15	prpB_b0331_15	honeydew
prpC_b0333_15	prpC_b0333_15	honeydew
prpD_b0334_15	prpD_b0334_15	honeydew
prpE_b0335_15	prpE_b0335_15	honeydew
prpR_b0330_15	prpR_b0330_15	darkviolet
prs_b1207_14	prs_b1207_14	turquoise
psd_b4160_15	psd_b4160_15	turquoise
psiE_b4030_15	psiE_b4030_15	green
psiF_b0384_15	psiF_b0384_15	brown
pspA_b1304_15	pspA_b1304_15	plum
pspB_b1305_14	pspB_b1305_14	plum
pspC_b1306_15	pspC_b1306_15	plum
pspD_b1307_15	pspD_b1307_15	plum
pspE_b1308_15	pspE_b1308_15	saddlebrown
pspF_b1303_15	pspF_b1303_15	salmon
pspG_b4050_11	pspG_b4050_11	plum
psrD_b4418_12	psrD_b4418_12	turquoise
psrN_b4448_10	psrN_b4448_10	grey
psrO_b4449_14	psrO_b4449_14	red
pssA_b2585_15	pssA_b2585_15	turquoise
pstA_b3726_15	pstA_b3726_15	brown2
pstB_b3725_14	pstB_b3725_14	brown2
pstC_b3727_15	pstC_b3727_15	brown2
pstS_b3728_14	pstS_b3728_14	brown2
psuG_b2165_14	psuG_b2165_14	blue
psuK_b2166_14	psuK_b2166_14	black
psuT_b2164_15	psuT_b2164_15	turquoise
pta_b2297_15	pta_b2297_15	turquoise
pth_b1204_14	pth_b1204_14	pink
ptrA_b2821_14	ptrA_b2821_14	turquoise
ptrB_b1845_14	ptrB_b1845_14	blue
ptsA_b3947_16	ptsA_b3947_16	red
ptsG_b1101_15	ptsG_b1101_15	green
ptsH_b2415_15	ptsH_b2415_15	turquoise
ptsI_b2416_15	ptsI_b2416_15	turquoise
ptsN_b3204_15	ptsN_b3204_15	turquoise
ptsP_b2829_15	ptsP_b2829_15	turquoise
purA_b4177_15	purA_b4177_15	turquoise
purB_b1131_14	purB_b1131_14	pink
purC_b2476_14	purC_b2476_14	orange
purD_b4005_14	purD_b4005_14	orange
purE_b0523_14	purE_b0523_14	orange
purF_b2312_14	purF_b2312_14	orange
purH_b4006_15	purH_b4006_15	orange
purK_b0522_14	purK_b0522_14	orange
purL_b2557_14	purL_b2557_14	orange
purM_b2499_15	purM_b2499_15	orange
purN_b2500_15	purN_b2500_15	orange
purR_b1658_15	purR_b1658_15	orange
purT_b1849_15	purT_b1849_15	orange
purU_b1232_15	purU_b1232_15	turquoise
putA_b1014_14	putA_b1014_14	darkturquoise
putP_b1015_15	putP_b1015_15	darkturquoise
puuA_b1297_15	puuA_b1297_15	coral2
puuB_b1301_15	puuB_b1301_15	coral2
puuC_b1300_15	puuC_b1300_15	coral2
puuD_b1298_15	puuD_b1298_15	coral2
puuE_b1302_15	puuE_b1302_15	black
puuP_b1296_14	puuP_b1296_14	coral2
puuR_b1299_15	puuR_b1299_15	coral2
pykA_b1854_15	pykA_b1854_15	coral1
pykF_b1676_15	pykF_b1676_15	midnightblue
pyrB_b4245_14	pyrB_b4245_14	orange
pyrC_b1062_15	pyrC_b1062_15	orange
pyrD_b0945_15	pyrD_b0945_15	orange
pyrE_b3642_14	pyrE_b3642_14	red
pyrF_b1281_14	pyrF_b1281_14	pink
pyrG_b2780_14	pyrG_b2780_14	darkolivegreen
pyrH_b0171_15	pyrH_b0171_15	turquoise
pyrI_b4244_14	pyrI_b4244_14	orange
pyrL_b4246_14	pyrL_b4246_14	orange
qmcA_b0489_14	qmcA_b0489_14	brown
qor_b4051_14	qor_b4051_14	brown
qseB_b3025_14	qseB_b3025_14	purple
qseC_b3026_15	qseC_b3026_15	red
queA_b0405_15	queA_b0405_15	turquoise
queC_b0444_15	queC_b0444_15	turquoise
queF_b2794_15	queF_b2794_15	turquoise
quuD_b0551_15	quuD_b0551_15	blue
quuQ_b1559_15	quuQ_b1559_15	black
racC_b1351_15	racC_b1351_15	blue
racR_b1356_15	racR_b1356_15	red
radA_b4389_15	radA_b4389_15	turquoise
raiA_b2597_15	raiA_b2597_15	turquoise
rarA_b0892_15	rarA_b0892_15	turquoise
rarD_b3819_14	rarD_b3819_14	brown
ravA_b3746_14	ravA_b3746_14	greenyellow
rbbA_b3486_15	rbbA_b3486_15	turquoise
rbfA_b3167_14	rbfA_b3167_14	turquoise
rbn_b2268_15	rbn_b2268_15	blue
rbsA_b3749_15	rbsA_b3749_15	mediumorchid
rbsB_b3751_15	rbsB_b3751_15	mediumorchid
rbsC_b3750_15	rbsC_b3750_15	mediumorchid
rbsD_b3748_15	rbsD_b3748_15	mediumorchid
rbsK_b3752_15	rbsK_b3752_15	mediumorchid
rbsR_b3753_15	rbsR_b3753_15	mediumorchid
rcnA_b2106_15	rcnA_b2106_15	turquoise
rcnR_b2105_15	rcnR_b2105_15	magenta
rcsA_b1951_15	rcsA_b1951_15	purple
rcsB_b2217_15	rcsB_b2217_15	turquoise
rcsC_b2218_16	rcsC_b2218_16	green
rcsD_b2216_15	rcsD_b2216_15	turquoise
rcsF_b0196_14	rcsF_b0196_14	turquoise
rdgB_b2954_14	rdgB_b2954_14	turquoise
rdgC_b0393_15	rdgC_b0393_15	turquoise
rdlA_b4420_2	rdlA_b4420_2	grey
rdlD_b4454_2	rdlD_b4454_2	grey
rdoA_b3859_15	rdoA_b3859_15	turquoise
recA_b2699_15	recA_b2699_15	lightcyan
recB_b2820_15	recB_b2820_15	turquoise
recC_b2822_14	recC_b2822_14	turquoise
recD_b2819_15	recD_b2819_15	black
recE_b1350_14	recE_b1350_14	blue
recF_b3700_15	recF_b3700_15	turquoise
recG_b3652_15	recG_b3652_15	paleturquoise
recJ_b2892_14	recJ_b2892_14	turquoise
recN_b2616_14	recN_b2616_14	lightcyan
recO_b2565_15	recO_b2565_15	turquoise
recQ_b3822_14	recQ_b3822_14	paleturquoise
recR_b0472_15	recR_b0472_15	turquoise
recT_b1349_15	recT_b1349_15	blue
recX_b2698_14	recX_b2698_14	lightcyan
relA_b2784_15	relA_b2784_15	turquoise
relB_b1564_14	relB_b1564_14	salmon
relE_b1563_15	relE_b1563_15	salmon
rem_b1561_14	rem_b1561_14	magenta
renD_b0542_13	renD_b0542_13	black
rep_b3778_15	rep_b3778_15	turquoise
rfaB_b3628_14	rfaB_b3628_14	lightgreen
rfaC_b3621_15	rfaC_b3621_15	turquoise
rfaD_b3619_15	rfaD_b3619_15	turquoise
rfaE_b3052_15	rfaE_b3052_15	turquoise
rfaF_b3620_15	rfaF_b3620_15	turquoise
rfaG_b3631_14	rfaG_b3631_14	lightgreen
rfaH_b3842_14	rfaH_b3842_14	turquoise
rfaI_b3627_15	rfaI_b3627_15	lightgreen
rfaJ_b3626_15	rfaJ_b3626_15	lightgreen
rfaL_b3622_15	rfaL_b3622_15	turquoise
rfaP_b3630_14	rfaP_b3630_14	lightgreen
rfaQ_b3632_14	rfaQ_b3632_14	lightgreen
rfaS_b3629_14	rfaS_b3629_14	lightgreen
rfaY_b3625_15	rfaY_b3625_15	lightgreen
rfaZ_b3624_14	rfaZ_b3624_14	lightgreen
rfbA_b2039_15	rfbA_b2039_15	turquoise
rfbB_b2041_14	rfbB_b2041_14	turquoise
rfbC_b2038_15	rfbC_b2038_15	turquoise
rfbD_b2040_14	rfbD_b2040_14	turquoise
rfbX_b2037_15	rfbX_b2037_15	turquoise
rfc_b2035_15	rfc_b2035_15	turquoise
rfe_b3784_15	rfe_b3784_15	turquoise
rffA_b3791_15	rffA_b3791_15	turquoise
rffC_b3790_29	rffC_b3790_29	turquoise
rffD_b3787_15	rffD_b3787_15	turquoise
rffE_b3786_15	rffE_b3786_15	turquoise
rffG_b3788_14	rffG_b3788_14	turquoise
rffH_b3789_14	rffH_b3789_14	turquoise
rffM_b3794_15	rffM_b3794_15	turquoise
rhaA_b3903_14	rhaA_b3903_14	black
rhaB_b3904_14	rhaB_b3904_14	black
rhaD_b3902_14	rhaD_b3902_14	red
rhaM_b3901_15	rhaM_b3901_15	red
rhaR_b3906_15	rhaR_b3906_15	red
rhaS_b3905_15	rhaS_b3905_15	red
rhaT_b3907_14	rhaT_b3907_14	red
rhlB_b3780_15	rhlB_b3780_15	turquoise
rhlE_b0797_15	rhlE_b0797_15	turquoise
rho_b3783_15	rho_b3783_15	turquoise
rhsA_b3593_15	rhsA_b3593_15	yellow
rhsB_b3482_13	rhsB_b3482_13	yellow
rhsC_b0700_6	rhsC_b0700_6	black
rhsD_b0497_15	rhsD_b0497_15	magenta
rhsE_b1456_15	rhsE_b1456_15	magenta
rhtA_b0813_15	rhtA_b0813_15	blue
rhtB_b3824_24	rhtB_b3824_24	green
rhtC_b3823_28	rhtC_b3823_28	turquoise
ribA_b1277_14	ribA_b1277_14	turquoise
ribC_b1662_14	ribC_b1662_14	cyan
ribD_b0414_15	ribD_b0414_15	turquoise
ribE_b0415_15	ribE_b0415_15	turquoise
ribF_b0025_15	ribF_b0025_15	turquoise
rihA_b0651_14	rihA_b0651_14	darkmagenta
rihB_b2162_14	rihB_b2162_14	black
rihC_b0030_15	rihC_b0030_15	saddlebrown
rimI_b4373_14	rimI_b4373_14	lightgreen
rimJ_b1066_15	rimJ_b1066_15	cyan
rimK_b0852_15	rimK_b0852_15	turquoise
rimL_b1427_15	rimL_b1427_15	brown
rimM_b2608_15	rimM_b2608_15	turquoise
rimN_b3282_15	rimN_b3282_15	lightcoral
rlmB_b4180_15	rlmB_b4180_15	turquoise
rlmF_b0807_15	rlmF_b0807_15	pink
rlmG_b3084_15	rlmG_b3084_15	turquoise
rlmL_b0948_15	rlmL_b0948_15	turquoise
rlmN_b2517_14	rlmN_b2517_14	turquoise
rlpA_b0633_14	rlpA_b0633_14	turquoise
rlpB_b0641_14	rlpB_b0641_14	turquoise
rluA_b0058_15	rluA_b0058_15	lightgreen
rluB_b1269_15	rluB_b1269_15	pink
rluC_b1086_15	rluC_b1086_15	pink
rluD_b2594_15	rluD_b2594_15	turquoise
rluE_b1135_16	rluE_b1135_16	turquoise
rluF_b4022_15	rluF_b4022_15	turquoise
rmf_b0953_15	rmf_b0953_15	turquoise
rmuC_b3832_15	rmuC_b3832_15	skyblue3
rna_b0611_15	rna_b0611_15	turquoise
rnb_b1286_14	rnb_b1286_14	pink
rnc_b2567_15	rnc_b2567_15	turquoise
rnd_b1804_15	rnd_b1804_15	pink
rne_b1084_14	rne_b1084_14	grey60
rng_b3247_14	rng_b3247_14	turquoise
rnhA_b0214_14	rnhA_b0214_14	turquoise
rnhB_b0183_15	rnhB_b0183_15	turquoise
rnk_b0610_14	rnk_b0610_14	turquoise
rnlA_b2630_15	rnlA_b2630_15	salmon
rnpA_b3704_13	rnpA_b3704_13	turquoise
rnpB_b3123_15	rnpB_b3123_15	plum3
rnr_b4179_15	rnr_b4179_15	turquoise
rnt_b1652_15	rnt_b1652_15	pink
rob_b4396_14	rob_b4396_14	blue
rof_b0189_15	rof_b0189_15	salmon
rpe_b3386_14	rpe_b3386_14	turquoise
rph_b3643_15	rph_b3643_15	turquoise
rpiA_b2914_14	rpiA_b2914_14	turquoise
rpiB_b4090_15	rpiB_b4090_15	skyblue2
rpiR_b4089_14	rpiR_b4089_14	turquoise
rplA_b3984_15	rplA_b3984_15	turquoise
rplB_b3317_14	rplB_b3317_14	turquoise
rplC_b3320_14	rplC_b3320_14	turquoise
rplD_b3319_15	rplD_b3319_15	turquoise
rplE_b3308_15	rplE_b3308_15	turquoise
rplF_b3305_15	rplF_b3305_15	turquoise
rplI_b4203_15	rplI_b4203_15	turquoise
rplJ_b3985_15	rplJ_b3985_15	turquoise
rplK_b3983_15	rplK_b3983_15	turquoise
rplL_b3986_15	rplL_b3986_15	turquoise
rplM_b3231_14	rplM_b3231_14	turquoise
rplN_b3310_14	rplN_b3310_14	turquoise
rplO_b3301_14	rplO_b3301_14	turquoise
rplP_b3313_14	rplP_b3313_14	turquoise
rplQ_b3294_14	rplQ_b3294_14	turquoise
rplR_b3304_14	rplR_b3304_14	turquoise
rplS_b2606_14	rplS_b2606_14	turquoise
rplT_b1716_15	rplT_b1716_15	turquoise
rplU_b3186_15	rplU_b3186_15	turquoise
rplV_b3315_14	rplV_b3315_14	turquoise
rplW_b3318_14	rplW_b3318_14	turquoise
rplX_b3309_14	rplX_b3309_14	turquoise
rplY_b2185_15	rplY_b2185_15	turquoise
rpmA_b3185_15	rpmA_b3185_15	turquoise
rpmB_b3637_14	rpmB_b3637_14	turquoise
rpmC_b3312_15	rpmC_b3312_15	turquoise
rpmD_b3302_14	rpmD_b3302_14	turquoise
rpmE_b3936_15	rpmE_b3936_15	turquoise
rpmF_b1089_15	rpmF_b1089_15	turquoise
rpmG_b3636_15	rpmG_b3636_15	turquoise
rpmH_b3703_15	rpmH_b3703_15	turquoise
rpmI_b1717_14	rpmI_b1717_14	turquoise
rpmJ_b3299_14	rpmJ_b3299_14	turquoise
rpoA_b3295_14	rpoA_b3295_14	turquoise
rpoB_b3987_15	rpoB_b3987_15	turquoise
rpoC_b3988_15	rpoC_b3988_15	turquoise
rpoD_b3067_15	rpoD_b3067_15	turquoise
rpoE_b2573_14	rpoE_b2573_14	brown
rpoH_b3461_14	rpoH_b3461_14	turquoise
rpoN_b3202_15	rpoN_b3202_15	turquoise
rpoS_b2741_14	rpoS_b2741_14	brown
rpoZ_b3649_15	rpoZ_b3649_15	turquoise
rppH_b2830_14	rppH_b2830_14	turquoise
rprA_b4431_4	rprA_b4431_4	turquoise
rpsA_b0911_15	rpsA_b0911_15	turquoise
rpsB_b0169_15	rpsB_b0169_15	turquoise
rpsC_b3314_14	rpsC_b3314_14	turquoise
rpsD_b3296_14	rpsD_b3296_14	turquoise
rpsE_b3303_15	rpsE_b3303_15	turquoise
rpsF_b4200_15	rpsF_b4200_15	turquoise
rpsG_b3341_14	rpsG_b3341_14	turquoise
rpsH_b3306_14	rpsH_b3306_14	turquoise
rpsI_b3230_14	rpsI_b3230_14	turquoise
rpsJ_b3321_14	rpsJ_b3321_14	turquoise
rpsK_b3297_15	rpsK_b3297_15	turquoise
rpsL_b3342_14	rpsL_b3342_14	turquoise
rpsM_b3298_14	rpsM_b3298_14	turquoise
rpsN_b3307_15	rpsN_b3307_15	turquoise
rpsO_b3165_14	rpsO_b3165_14	turquoise
rpsP_b2609_15	rpsP_b2609_15	turquoise
rpsQ_b3311_15	rpsQ_b3311_15	turquoise
rpsR_b4202_15	rpsR_b4202_15	turquoise
rpsS_b3316_15	rpsS_b3316_15	turquoise
rpsT_b0023_14	rpsT_b0023_14	turquoise
rpsU_b3065_15	rpsU_b3065_15	turquoise
rraA_b3929_14	rraA_b3929_14	cyan
rraB_b4255_15	rraB_b4255_15	turquoise
rrfA_b3855_5	rrfA_b3855_5	turquoise
rrlA_b3854_15	rrlA_b3854_15	ivory
rrmA_b1822_14	rrmA_b1822_14	pink
rrmJ_b3179_15	rrmJ_b3179_15	darkolivegreen
rrsC_b3756_2	rrsC_b3756_2	grey
rrsG_b2591_2	rrsG_b2591_2	turquoise
rrsH_b0201_15	rrsH_b0201_15	blue
rsd_b3995_14	rsd_b3995_14	green
rseA_b2572_14	rseA_b2572_14	brown
rseB_b2571_14	rseB_b2571_14	turquoise
rseC_b2570_14	rseC_b2570_14	turquoise
rseP_b0176_15	rseP_b0176_15	turquoise
rseX_b4603_2	rseX_b4603_2	black
rsgA_b4161_18	rsgA_b4161_18	turquoise
rsmB_b3289_15	rsmB_b3289_15	turquoise
rsmC_b4371_15	rsmC_b4371_15	turquoise
rsmD_b3465_15	rsmD_b3465_15	turquoise
rsmE_b2946_15	rsmE_b2946_15	turquoise
rsmF_b1835_15	rsmF_b1835_15	pink
rspA_b1581_14	rspA_b1581_14	blue
rspB_b1580_14	rspB_b1580_14	blue
rssA_b1234_15	rssA_b1234_15	yellow
rssB_b1235_15	rssB_b1235_15	brown
rstA_b1608_15	rstA_b1608_15	turquoise
rstB_b1609_15	rstB_b1609_15	green
rsuA_b2183_14	rsuA_b2183_14	turquoise
rsxA_b1627_15	rsxA_b1627_15	turquoise
rsxB_b1628_14	rsxB_b1628_14	turquoise
rsxC_b1629_15	rsxC_b1629_15	pink
rsxD_b1630_15	rsxD_b1630_15	pink
rsxE_b1632_15	rsxE_b1632_15	pink
rsxG_b1631_15	rsxG_b1631_15	pink
rtcA_b4475_26	rtcA_b4475_26	black
rtcB_b3421_14	rtcB_b3421_14	turquoise
rtcR_b3422_15	rtcR_b3422_15	red
rtn_b2176_15	rtn_b2176_15	blue
rttR_b4425_15	rttR_b4425_15	turquoise
rumA_b2785_14	rumA_b2785_14	turquoise
rumB_b0859_15	rumB_b0859_15	pink
rusA_b0550_15	rusA_b0550_15	turquoise
rutA_b1012_14	rutA_b1012_14	yellowgreen
rutB_b1011_14	rutB_b1011_14	yellowgreen
rutC_b1010_15	rutC_b1010_15	yellowgreen
rutD_b1009_14	rutD_b1009_14	yellowgreen
rutE_b1008_14	rutE_b1008_14	yellowgreen
rutF_b1007_27	rutF_b1007_27	yellowgreen
rutG_b1006_14	rutG_b1006_14	yellowgreen
rutR_b1013_15	rutR_b1013_15	magenta
ruvA_b1861_14	ruvA_b1861_14	turquoise
ruvB_b1860_14	ruvB_b1860_14	yellow
ruvC_b1863_14	ruvC_b1863_14	turquoise
rybA_b4416_8	rybA_b4416_8	turquoise
rybB_b4417_8	rybB_b4417_8	turquoise
rydB_b4430_2	rydB_b4430_2	royalblue
rydC_b4597_5	rydC_b4597_5	turquoise
ryeA_b4432_13	ryeA_b4432_13	green
ryeB_b4433_5	ryeB_b4433_5	turquoise
ryeC_b4436_4	ryeC_b4436_4	brown
ryeD_b4437_3	ryeD_b4437_3	blue
ryfA_b4440_10	ryfA_b4440_10	turquoise
ryfB_b4607_11	ryfB_b4607_11	lightyellow
ryfC_b4608_1	ryfC_b4608_1	black
ryfD_b4609_15	ryfD_b4609_15	grey
rygC_b4446_3	rygC_b4446_3	turquoise
rygD_b4447_2	rygD_b4447_2	turquoise
ryhA_b4450_9	ryhA_b4450_9	turquoise
ryhB_b4451_4	ryhB_b4451_4	darkred
ryjA_b4459_4	ryjA_b4459_4	turquoise
ryjB_b4624_9	ryjB_b4624_9	blue
rzpD_b0556_10	rzpD_b0556_10	grey
rzpQ_b1573_9	rzpQ_b1573_9	magenta
rzpR_b1362_15	rzpR_b1362_15	blue
sad_b1525_15	sad_b1525_15	blue
sanA_b2144_15	sanA_b2144_15	turquoise
sapA_b1294_15	sapA_b1294_15	brown4
sapB_b1293_14	sapB_b1293_14	brown4
sapC_b1292_15	sapC_b1292_15	brown4
sapD_b1291_14	sapD_b1291_14	brown4
sapF_b1290_15	sapF_b1290_15	brown4
sbcB_b2011_15	sbcB_b2011_15	turquoise
sbcC_b0397_15	sbcC_b0397_15	red
sbcD_b0398_14	sbcD_b0398_14	grey
sbmA_b0377_15	sbmA_b0377_15	turquoise
sbmC_b2009_14	sbmC_b2009_14	brown
sbp_b3917_15	sbp_b3917_15	green
scpA_b2917_14	scpA_b2917_14	red
scpB_b2919_15	scpB_b2919_15	red
scpC_b2920_15	scpC_b2920_15	red
sdaA_b1814_15	sdaA_b1814_15	green
sdaB_b2797_15	sdaB_b2797_15	turquoise
sdaC_b2796_15	sdaC_b2796_15	turquoise
sdhA_b0723_15	sdhA_b0723_15	darkorange
sdhB_b0724_15	sdhB_b0724_15	darkorange
sdhC_b0721_14	sdhC_b0721_14	darkorange
